Player,Tournament,Tournament Rating,Shots,Shot+
"Xu, X (Tao, L)",2024 Junior World Championships,8.695,20,110.9324759
"Schwaller, K (Stocker)",2024 Junior World Championships,8.695,20,110.367893
"Jermann, Y (Jermann)",2024 Junior World Championships,8.695,20,108.5526316
"Jermann, M (Jermann)",2024 Junior World Championships,8.695,19,107.4433657
"Gilli, A (Gilli)",2024 Junior World Championships,8.695,36,105.9210526
"Hebert, C (Wendling)",2024 Junior World Championships,8.695,18,105.5737705
"Hanhart, S (Jermann)",2024 Junior World Championships,8.695,20,104.2944785
"Eriksen, E (Hostmaelingen)",2024 Junior World Championships,8.695,82,102.4464832
"Bestland, J (Wendling)",2024 Junior World Championships,8.695,38,100.6644518
"Shi, G (Tao, L)",2024 Junior World Championships,8.695,20,99.3883792
"He, B (Tao, L)",2024 Junior World Championships,8.695,20,94.46254072
"Vigliani, F (Gilli)",2024 Junior World Championships,8.695,32,94.04761905
"Wendling, W (Wendling)",2024 Junior World Championships,8.695,35,91.72413793
"Armstrong, J (Wendling)",2024 Junior World Championships,8.695,38,92.37804878
"Tao, L (Tao, L)",2024 Junior World Championships,8.695,20,83.06188925
"Dunstone, M (Dunstone)",2024 Brier,9.918888889,182,108.8888889
"Bottcher, B (Gushue)",2024 Brier,9.918888889,192,106.6246057
"Harnden, E (Dunstone)",2024 Brier,9.918888889,199,106.547619
"Harnden, R (Dunstone)",2024 Brier,9.918888889,183,106.8376068
"Carruthers, R (Carruthers)",2024 Brier,9.918888889,200,103.9274924
"Gallant, B (Jacobs)",2024 Brier,9.918888889,198,111.550152
"Walker, G (Gushue)",2024 Brier,9.918888889,200,108.3573487
"Martin, K (Koe)",2024 Brier,9.918888889,144,102.8409091
"Lott, C (Dunstone)",2024 Brier,9.918888889,188,104.5180723
"Howard, S (Howard)",2024 Brier,9.918888889,151,103.4482759
"Hebert, B (Jacobs)",2024 Brier,9.918888889,192,108.8571429
"March, T (Howard) ",2024 Brier,9.918888889,152,100.2832861
"Neufeld, B (Carruthers)",2024 Brier,9.918888889,187,105.7401813
"Kennedy, M (Jacobs)",2024 Brier,9.918888889,198,110.7692308
"Njegovan, C (Carruthers)",2024 Brier,9.918888889,200,106.4139942
"Gushue, B (Gushue)",2024 Brier,9.918888889,198,112.1875
"Marsh, D (McEwen)",2024 Brier,9.918888889,237,106.3768116
"Nichols, M (Gushue)",2024 Brier,9.918888889,200,108.2066869
"Samagalski, D (Carruthers)",2024 Brier,9.918888889,200,104.5317221
"Camm, M (Howard)",2024 Brier,9.918888889,152,101.2269939
"Tardi, T (Koe)",2024 Brier,9.918888889,144,99.37694704
"Mathers, D (Howard)",2024 Brier,9.918888889,152,106.116208
"Koe, K (Koe)",2024 Brier,9.918888889,143,90.70512821
"Gordon, R (Calvert)",2024 Brier,9.918888889,4,110.8033241
"Schneider, C (Carruthers)",2024 Brier,9.918888889,144,105.9748428
"McEwen, M (McEwen)",2024 Brier,9.918888889,239,111.1801242
"Marsh, K (McEwen)",2024 Brier,9.918888889,240,106.006006
"Flasch, C (McEwen)",2024 Brier,9.918888889,240,102.4096386
"Sluchinski, A (Koe)",2024 Brier,9.918888889,146,95.85987261
"Horvath, A (Schneider)",2024 Brier,9.918888889,148,102.5210084
"Drummond, K (Scoffin)",2024 Brier,9.918888889,148,110.5919003
"Harty, J (Van Amsterdam)",2024 Brier,9.918888889,148,101.2383901
"Webster, D (Sluchinski)",2024 Brier,9.918888889,148,99.14529915
"Ginter, J (Van Amsterdam)",2024 Brier,9.918888889,147,103.6809816
"Middleton, S (Van Amsterdam)",2024 Brier,9.918888889,148,107.0987654
"Gauthier, J (McDonald)",2024 Brier,9.918888889,144,98.75389408
"Jacobs, B (Jacobs)",2024 Brier,9.918888889,195,102.4767802
"Meagher, J (Manuel)",2024 Brier,9.918888889,158,104.601227
"Jensen, T (Scoffin)",2024 Brier,9.918888889,148,100.3067485
"Scoffin, W (Scoffin)",2024 Brier,9.918888889,60,94.80122324
"Saunders, L (Purcell)",2024 Brier,9.918888889,158,105.2307692
"Manuel, M (Manuel)",2024 Brier,9.918888889,154,103.4482759
"Zachernuk, N (Manuel)",2024 Brier,9.918888889,158,102.5568182
"Latos, E (Scoffin)",2024 Brier,9.918888889,148,102.3054755
"Cocks, A (Smith, T)",2024 Brier,9.918888889,146,103.0120482
"Scoffin, T (Scoffin)",2024 Brier,9.918888889,147,92.7672956
"Smith, T (Smith, T)",2024 Brier,9.918888889,145,104.4025157
"Kennedy, G (Koe, J)",2024 Brier,9.918888889,166,103.3742331
"St. Louis, B (Latimer)",2024 Brier,9.918888889,140,85.62691131
"Wettig, S (Latimer)",2024 Brier,9.918888889,140,91.43730887
"Parsons, C (Koe, J)",2024 Brier,9.918888889,166,99.07120743
"Wallingham, J (Scoffin)",2024 Brier,9.918888889,88,102.9673591
"Webster, P (Bottcher)",2024 Brier,9.918888889,6,90.83094556
"Koe, J (Koe, J)",2024 Brier,9.918888889,165,99.68152866
"McLeod, S (Koe, J)",2024 Brier,9.918888889,162,96.32768362
"Smitheram, C (Latimer)",2024 Brier,9.918888889,136,93.10344828
"McCarville, M (Bonot)",2024 Brier,9.918888889,154,103.0120482
"Dobson, P (Grattan)",2024 Brier,9.918888889,144,102.4767802
"Byrd, K (Bonot)",2024 Brier,9.918888889,154,102.2857143
"Mullen, J (Tremblay, J)",2024 Brier,9.918888889,150,100.6153846
"McCann, A (Grattan)",2024 Brier,9.918888889,138,100.2832861
"Bonot, T (Bonot)",2024 Brier,9.918888889,154,99.68944099
"Brassard, P (Tremblay, J)",2024 Brier,9.918888889,152,99.14772727
"Symonds, A (Symonds)",2024 Brier,9.918888889,139,98.71382637
"Thomas, C (Symonds)",2024 Brier,9.918888889,118,97.81931464
"Gallant, C (Smith, T)",2024 Brier,9.918888889,144,97.86585366
"Tremblay, J (Tremblay, J)",2024 Brier,9.918888889,150,97.79874214
"Smith, A (Symonds)",2024 Brier,9.918888889,144,97.44318182
"Arsenault, J (Tremblay, J)",2024 Brier,9.918888889,152,96.65653495
"Potts, J (Bonot)",2024 Brier,9.918888889,154,96.34146341
"Noftall, D (Symonds)",2024 Brier,9.918888889,26,95.95015576
"Trickett, S (Symonds)",2024 Brier,9.918888889,144,95.38461538
"Krats, J (Grattan)",2024 Brier,9.918888889,144,94.44444444
"Grattan, J (Grattan)",2024 Brier,9.918888889,143,94.19354839
"Latimer, S (Latimer)",2024 Brier,9.918888889,137,85.62300319
"Grattan, D (Grattan)",2024 Brier,9.918888889,6,87.32782369
"Robertson, S (Koe, J)",2024 Brier,9.918888889,2,57.80346821
"Van Strein, P (Latimer)",2024 Brier,9.918888889,10,57.85123967
"Jones, J (Jones)",2024 CCAA/Curling Canada College Curling Championships,6.26,157,113
"Appleton, B (Simms)",2024 CCAA/Curling Canada College Curling Championships,6.26,120,110.0323625
"Robert, E (Simms)",2024 CCAA/Curling Canada College Curling Championships,6.26,124,112.5
"Dobson, J (Dobson)",2024 CCAA/Curling Canada College Curling Championships,6.26,153,102.3972603
"Matthews, J (Jones)",2024 CCAA/Curling Canada College Curling Championships,6.26,157,114.5214521
"Little, L (Jones)",2024 CCAA/Curling Canada College Curling Championships,6.26,156,113.7820513
"Garner, N (Dobson)",2024 CCAA/Curling Canada College Curling Championships,6.26,156,110.5610561
"Just, E (Jones)",2024 CCAA/Curling Canada College Curling Championships,6.26,160,107.4675325
"Abrams, M (Dobson)",2024 CCAA/Curling Canada College Curling Championships,6.26,155,113.592233
"Borkovic, S (Borkovic)",2024 CCAA/Curling Canada College Curling Championships,6.26,116,97.90940767
"Sharp, M (Baum)",2024 CCAA/Curling Canada College Curling Championships,6.26,153,95.68106312
"Hannah, M (Rivard)",2024 CCAA/Curling Canada College Curling Championships,6.26,142,90.0990099
"Berry, A (Simms)",2024 CCAA/Curling Canada College Curling Championships,6.26,24,94.87179487
"Simms, C (Simms)",2024 CCAA/Curling Canada College Curling Championships,6.26,104,104
"Ogg, A (Borkovic)",2024 CCAA/Curling Canada College Curling Championships,6.26,120,96.58703072
"Genjaga, K (Dobson)",2024 CCAA/Curling Canada College Curling Championships,6.26,156,109.5709571
"McCabe, J (Borkovic)",2024 CCAA/Curling Canada College Curling Championships,6.26,115,95.28301887
"Oake, N (Oake)",2024 CCAA/Curling Canada College Curling Championships,6.26,130,97.69736842
"Wasylenko, M (Borkovic)",2024 CCAA/Curling Canada College Curling Championships,6.26,122,87.24832215
"Moretto, M (Dobson)",2024 CCAA/Curling Canada College Curling Championships,6.26,2,126.1829653
"Reay, J (Baum)",2024 CCAA/Curling Canada College Curling Championships,6.26,133,110.0323625
"Shea, A (Baum)",2024 CCAA/Curling Canada College Curling Championships,6.26,54,105.1948052
"Brodt, T (Rivard)",2024 CCAA/Curling Canada College Curling Championships,6.26,162,105.4313099
"Goodey, S (Morlock)",2024 CCAA/Curling Canada College Curling Championships,6.26,132,105.3872054
"Baum, D (Baum)",2024 CCAA/Curling Canada College Curling Championships,6.26,166,103.0612245
"Woznesensky, N (Morlock)",2024 CCAA/Curling Canada College Curling Championships,6.26,131,100.9933775
"Berube, A (Morlock)",2024 CCAA/Curling Canada College Curling Championships,6.26,132,98.70550162
"Morlock, J (Morlock)",2024 CCAA/Curling Canada College Curling Championships,6.26,128,97.96610169
"Mitsopoulos, N (Baum)",2024 CCAA/Curling Canada College Curling Championships,6.26,172,97.33333333
"Otto, M (Chubaty)",2024 CCAA/Curling Canada College Curling Championships,6.26,90,94.93670886
"Reid, J (Simms)",2024 CCAA/Curling Canada College Curling Championships,6.26,119,94.11764706
"Rivard, C (Rivard)",2024 CCAA/Curling Canada College Curling Championships,6.26,156,92.5170068
"Lozinsky, C (Rivard)",2024 CCAA/Curling Canada College Curling Championships,6.26,52,91.24579125
"Chetyrbuk, R (Chubaty)",2024 CCAA/Curling Canada College Curling Championships,6.26,122,85.66433566
"Chubaty, B (Chubaty)",2024 CCAA/Curling Canada College Curling Championships,6.26,87,79.57746479
"Smart, A (Chubaty)",2024 CCAA/Curling Canada College Curling Championships,6.26,121,78.6440678
"Morin, B (Tao)",2024 U Sports/Curling Canada Championships,8.875,178,110.5263158
"Nowell, A (Tao)",2024 U Sports/Curling Canada Championships,8.875,178,113.7380192
"Neuert, J (Tao)",2024 U Sports/Curling Canada Championships,8.875,178,105.1612903
"Tao, J (Tao)",2024 U Sports/Curling Canada Championships,8.875,176,112.7946128
"Mccurdy, C (MacIsaac)",2024 U Sports/Curling Canada Championships,8.875,142,108.7837838
"Mcpherson, O (Mosher)",2024 U Sports/Curling Canada Championships,8.875,152,109.2715232
"Carr, J (Stewart)",2024 U Sports/Curling Canada Championships,8.875,102,109.4276094
"Mosher, N (Mosher)",2024 U Sports/Curling Canada Championships,8.875,130,102.0761246
"Purcell, O (Purcell)",2024 U Sports/Curling Canada Championships,8.875,152,110.652921
"Elliott, L (Stewart)",2024 U Sports/Curling Canada Championships,8.875,108,113.4185304
"Currie, B (Mosher)",2024 U Sports/Curling Canada Championships,8.875,130,103.6423841
"Mooibroek, S (Mooibroek)",2024 U Sports/Curling Canada Championships,8.875,163,113.6054422
"Beland, S (Stewart)",2024 U Sports/Curling Canada Championships,8.875,124,107.6666667
"Churchill, C (Mosher)",2024 U Sports/Curling Canada Championships,8.875,130,109.0909091
"McPherson, C (McEachren)",2024 U Sports/Curling Canada Championships,8.875,156,116.3398693
"Mulima, K (Mooibroek)",2024 U Sports/Curling Canada Championships,8.875,164,103.960396
"Young, E (McPherson)",2024 U Sports/Curling Canada Championships,8.875,18,94.01993355
"Weagle, C (Mosher)",2024 U Sports/Curling Canada Championships,8.875,130,111.8589744
"Stewart, J (Stewart)",2024 U Sports/Curling Canada Championships,8.875,123,97.96610169
"Pearce, B (Mooibroek)",2024 U Sports/Curling Canada Championships,8.875,162,114.3312102
"Small, W (Mooibroek)",2024 U Sports/Curling Canada Championships,8.875,164,112.4161074
"Harris, C (Mooibroek)",2024 U Sports/Curling Canada Championships,8.875,2,17.66784452
"Del Conte, D (King)",2024 U Sports/Curling Canada Championships,8.875,125,114.9206349
"Whittmire, A (Bryden)",2024 U Sports/Curling Canada Championships,8.875,40,113.0573248
"Bryant, C (King)",2024 U Sports/Curling Canada Championships,8.875,20,113.1756757
"Wilson, L (Stewart)",2024 U Sports/Curling Canada Championships,8.875,36,112.585034
"Grabarczyk, R (Bryden)",2024 U Sports/Curling Canada Championships,8.875,150,111.3636364
"Niepage, D (King)",2024 U Sports/Curling Canada Championships,8.875,125,109.8684211
"Sipura, P (Henry)",2024 U Sports/Curling Canada Championships,8.875,132,109.0032154
"Williamson, C (Bryden)",2024 U Sports/Curling Canada Championships,8.875,150,108.6666667
"Bukurak, A (Bryden)",2024 U Sports/Curling Canada Championships,8.875,170,107.8688525
"Lydiate, G (King)",2024 U Sports/Curling Canada Championships,8.875,106,104.0268456
"Bryden, J (Bryden)",2024 U Sports/Curling Canada Championships,8.875,167,103.3333333
"Kirkland, S (Henry)",2024 U Sports/Curling Canada Championships,8.875,132,103.6789298
"Pietrangelo, V (Henry)",2024 U Sports/Curling Canada Championships,8.875,132,102.9220779
"King, J (King)",2024 U Sports/Curling Canada Championships,8.875,122,99.32885906
"Henry, O (Henry)",2024 U Sports/Curling Canada Championships,8.875,129,98.66220736
"Van Den Hurk, T (Gosgens)",2024 World Championships,10.25692308,188,101.4245014
"Hoekmann, L (Gosgens)",2024 World Championships,10.25692308,224,95.34161491
"Magan, A (Gosgens)",2024 World Championships,10.25692308,36,96.03399433
"Gosgens, W (Gosgens)",2024 World Championships,10.25692308,218,98.7460815
"Harnden, E (Dunstone)",2024 World Championships,10.25692308,248,103.3536585
"Walker, G (Gushue)",2024 World Championships,10.25692308,250,106.3768116
"Gushue, B (Gushue)",2024 World Championships,10.25692308,250,109.9688474
"Doering, K (Sluchinski)",2024 World Championships,10.25692308,4,83.33333333
"Nichols, M (Gushue)",2024 World Championships,10.25692308,252,111.3846154
"Hardie, G (Mouat)",2024 World Championships,10.25692308,274,104.9535604
"McMillan, H (Mouat)",2024 World Championships,10.25692308,274,107.2463768
"Schwaller, Y (Schwaller)",2024 World Championships,10.25692308,226,106.7278287
"Sundgren, C (Edin)",2024 World Championships,10.25692308,274,108.6956522
"Giovanella, M (Retornaz)",2024 World Championships,10.25692308,284,105.4131054
"Lammie, B (Mouat)",2024 World Championships,10.25692308,274,103.3536585
"Lachat, P (Schwaller)",2024 World Championships,10.25692308,222,105.7971014
"Eriksson, O (Edin)",2024 World Championships,10.25692308,273,106.7278287
"Mouat, B (Mouat)",2024 World Championships,10.25692308,273,109.148265
"Michel, S (Schwaller)",2024 World Championships,10.25692308,226,105.2307692
"Edin, N (Edin)",2024 World Championships,10.25692308,252,109.4339623
"Schwarz, B (Schwaller)",2024 World Championships,10.25692308,224,107.0063694
"Mosaner, A (Retornaz)",2024 World Championships,10.25692308,284,108.3076923
"Retornaz, J (Retornaz) ",2024 World Championships,10.25692308,283,106.031746
"Wrana, R (Edin)",2024 World Championships,10.25692308,274,106.7073171
"Arman, S (Retornaz)",2024 World Championships,10.25692308,284,102.1472393
"Hamilton, M (Shuster)",2024 World Championships,10.25692308,84,103.4682081
"Shuster, J (Shuster)",2024 World Championships,10.25692308,221,102.8391167
"Plys, C (Shuster)",2024 World Championships,10.25692308,224,105.5555556
"Landsteiner, J (Shuster)",2024 World Championships,10.25692308,140,103.7463977
"Hood, A (Hood)",2024 World Championships,10.25692308,198,88.10289389
"Walker, H (Hood)",2024 World Championships,10.25692308,204,96.28571429
"Smith, B (Hood)",2024 World Championships,10.25692308,204,90.5362776
"Sargon, B (Hood)",2024 World Championships,10.25692308,204,91.22257053
"Magnusson, D (Edin)",2024 World Championships,10.25692308,20,106.1093248
"Cernovsky, M (Klima)",2024 World Championships,10.25692308,216,101.5673981
"Bohac, R (Klima)",2024 World Championships,10.25692308,20,108.6956522
"Klipa, L (Klima)",2024 World Championships,10.25692308,236,94.0509915
"Klima, L (Klima)",2024 World Championships,10.25692308,234,95.54140127
"Jurik, M (Klima)",2024 World Championships,10.25692308,236,95.69230769
"Ramsfjell, M (Ramsfjell)",2024 World Championships,10.25692308,220,102.5723473
"Ramsfjell, B (Ramsfjell)",2024 World Championships,10.25692308,182,103.4055728
"Sesaker, M (Ramsfjell)",2024 World Championships,10.25692308,226,99.06542056
"Nepstad, G (Ramsfjell)",2024 World Championships,10.25692308,222,100
"Van Dorp, J (Gosgens)",2024 World Championships,10.25692308,224,100
"Messenzehl, F (Muskatewitz)",2024 World Championships,10.25692308,242,104.2813456
"Kapp, B (Muskatewitz)",2024 World Championships,10.25692308,242,98.14241486
"Scheuerl, J (Muskatewitz)",2024 World Championships,10.25692308,242,102.5787966
"Muskatewitz, M (Muskatewitz)",2024 World Championships,10.25692308,241,101.2861736
"Hufman, C (Shuster)",2024 World Championships,10.25692308,224,103.0769231
"Lee, K (Park)",2024 World Championships,10.25692308,118,103.8123167
"Park, J (Park)",2024 World Championships,10.25692308,222,90.47619048
"Jeong, Y (Park)",2024 World Championships,10.25692308,228,100
"Oh, S (Park)",2024 World Championships,10.25692308,169,95.34161491
"Seong, J (Park)",2024 World Championships,10.25692308,166,100.8522727
"Naess, W (Harstad)",2024 World Championships,10.25692308,46,110.8695652
"Ouchi, H (Abe)",2024 World Championships,10.25692308,164,103.6809816
"Nakahara, A (Abe)",2024 World Championships,10.25692308,150,102.6785714
"Winkelhausen, T (Iseli)",2024 World Championships,10.25692308,4,100.536193
"Shimizu, T (Abe)",2024 World Championships,10.25692308,212,98.40255591
"Tsuruga, S (Abe)",2024 World Championships,10.25692308,122,96.875
"Abe, S (Abe)",2024 World Championships,10.25692308,218,95.95015576
"Dunstone, M (Dunstone)",2024 Player's Championship,11.05416667,70,97.16981132
"Bottcher, B (Gushue)",2024 Player's Championship,11.05416667,66,105.0632911
"Harnden, E (Dunstone)",2024 Player's Championship,11.05416667,116,96.6966967
"Harnden, R (Dunstone)",2024 Player's Championship,11.05416667,74,102.5
"Carruthers, R (Carruthers)",2024 Player's Championship,11.05416667,76,96.67673716
"Gallant, B (Jacobs)",2024 Player's Championship,11.05416667,68,98.50299401
"Walker, G (Gushue)",2024 Player's Championship,11.05416667,116,98.88579387
"Martin, K (Koe)",2024 Player's Championship,11.05416667,74,104.1322314
"Lott, C (Dunstone)",2024 Player's Championship,11.05416667,74,99.4011976
"Howard, S (Howard)",2024 Player's Championship,11.05416667,76,94.86404834
"Hebert, B (Jacobs)",2024 Player's Championship,11.05416667,68,101.396648
"Neufeld, B (Carruthers)",2024 Player's Championship,11.05416667,74,106.626506
"Kennedy, M (Jacobs)",2024 Player's Championship,11.05416667,68,102.994012
"Njegovan, C (Carruthers)",2024 Player's Championship,11.05416667,76,102.7700831
"Gushue, B (Gushue)",2024 Player's Championship,11.05416667,113,104.0372671
"Marsh, D (McEwen)",2024 Player's Championship,11.05416667,94,101.9390582
"Nichols, M (Gushue)",2024 Player's Championship,11.05416667,116,100.3039514
"Tardi, T (Koe)",2024 Player's Championship,11.05416667,74,97.28915663
"Koe, K (Koe)",2024 Player's Championship,11.05416667,74,100.6472492
"McEwen, M (McEwen)",2024 Player's Championship,11.05416667,92,104.9230769
"Marsh, K (McEwen)",2024 Player's Championship,11.05416667,94,104.4510386
"Flasch, C (McEwen)",2024 Player's Championship,11.05416667,94,97.60479042
"Hardie, G (Mouat)",2024 Player's Championship,11.05416667,84,108.2317073
"McMillan, H (Mouat)",2024 Player's Championship,11.05416667,82,103.9215686
"Schwaller, Y (Schwaller)",2024 Player's Championship,11.05416667,84,102.1212121
"Sundgren, C (Edin)",2024 Player's Championship,11.05416667,92,103.5911602
"Giovanella, M (Retornaz)",2024 Player's Championship,11.05416667,120,103.5911602
"Lammie, B (Mouat)",2024 Player's Championship,11.05416667,84,102.7355623
"Lachat, P (Schwaller)",2024 Player's Championship,11.05416667,84,95.83333333
"Eriksson, O (Edin)",2024 Player's Championship,11.05416667,92,100.6097561
"Mouat, B (Mouat)",2024 Player's Championship,11.05416667,81,96.21451104
"Michel, S (Schwaller)",2024 Player's Championship,11.05416667,84,110.2102102
"Edin, N (Edin)",2024 Player's Championship,11.05416667,90,99.68652038
"Schwarz, B (Schwaller)",2024 Player's Championship,11.05416667,80,103.1347962
"Mosaner, A (Retornaz)",2024 Player's Championship,11.05416667,120,99.6978852
"Retornaz, J (Retornaz) ",2024 Player's Championship,11.05416667,119,100.9584665
"Wrana, R (Edin)",2024 Player's Championship,11.05416667,92,107.0121951
"Whyte, R (Whyte)",2024 Player's Championship,11.05416667,84,106.8535826
"Arman, S (Retornaz)",2024 Player's Championship,11.05416667,120,95.15151515
"McFadzean, D (Whyte)",2024 Player's Championship,11.05416667,84,102.0467836
"Brydone, R (Whyte)",2024 Player's Championship,11.05416667,84,102.9761905
"Gauthier, J (McDonald)",2024 Player's Championship,11.05416667,74,106.8452381
"Jacobs, B (Jacobs)",2024 Player's Championship,11.05416667,75,97.5
"Watt, M (Craik)",2024 Player's Championship,11.05416667,74,98.19277108
"Haswell, B (Waddell)",2024 Player's Championship,11.05416667,74,101.3927577
"Craik, J (Craik)",2024 Player's Championship,11.05416667,71,97.17868339
"Bryce, A (Waddell)",2024 Player's Championship,11.05416667,74,104.5180723
"Waddell, C (Waddell)",2024 Player's Championship,11.05416667,84,105.801105
"Hardie, G (Mouat)",2024 Baden Masters,10.6,18,118.0064309
"Lachat, P (Schwaller)",2024 Baden Masters,10.6,18,105.7636888
"Lammie, B (Mouat)",2024 Baden Masters,10.6,18,119.3146417
"McMillan, H (Mouat)",2024 Baden Masters,10.6,18,102.4169184
"Michel, S (Schwaller)",2024 Baden Masters,10.6,18,125.8785942
"Mouat, B (Mouat)",2024 Baden Masters,10.6,17,114.3312102
"Schwaller, Y (Schwaller)",2024 Baden Masters,10.6,18,100.974026
"Schwarz, B (Schwaller)",2024 Baden Masters,10.6,18,117.0568562
"Dunstone, M (Dunstone)",2024 Pointsbet Invitational,9.97,20,93.75
"Harnden, E (Dunstone)",2024 Pointsbet Invitational,9.97,69,101.529052
"Harnden, R (Dunstone)",2024 Pointsbet Invitational,9.97,20,105.6338028
"Carruthers, R (Carruthers)",2024 Pointsbet Invitational,9.97,20,110.9422492
"Gallant, B (Jacobs)",2024 Pointsbet Invitational,9.97,50,112.3867069
"Walker, G (Gushue)",2024 Pointsbet Invitational,9.97,70,100.8547009
"Martin, K (Koe)",2024 Pointsbet Invitational,9.97,54,103.5502959
"Lott, C (Dunstone)",2024 Pointsbet Invitational,9.97,20,103.125
"Hebert, B (Jacobs)",2024 Pointsbet Invitational,9.97,50,106.8571429
"Neufeld, B (Carruthers)",2024 Pointsbet Invitational,9.97,20,95.38461538
"Kennedy, M (Jacobs)",2024 Pointsbet Invitational,9.97,50,109.0909091
"Njegovan, C (Carruthers)",2024 Pointsbet Invitational,9.97,20,104.7486034
"Gushue, B (Gushue)",2024 Pointsbet Invitational,9.97,70,106.2305296
"Marsh, D (McEwen)",2024 Pointsbet Invitational,9.97,64,103.4682081
"Doering, K (Sluchinski)",2024 Pointsbet Invitational,9.97,20,98.4375
"Nichols, M (Gushue)",2024 Pointsbet Invitational,9.97,70,102.7439024
"Samagalski, D (Carruthers)",2024 Pointsbet Invitational,9.97,20,82.8125
"Tardi, T (Koe)",2024 Pointsbet Invitational,9.97,54,102.1341463
"Koe, K (Koe)",2024 Pointsbet Invitational,9.97,36,95.58359621
"Schneider, C (Carruthers)",2024 Pointsbet Invitational,9.97,20,110.7692308
"McEwen, M (McEwen)",2024 Pointsbet Invitational,9.97,63,112.5382263
"Crete, M (Asselin)",2024 Pointsbet Invitational,9.97,36,92.66055046
"Trepanier, J (Asselin)",2024 Pointsbet Invitational,9.97,36,97.72727273
"Marsh, K (McEwen)",2024 Pointsbet Invitational,9.97,64,102.0710059
"Flasch, C (McEwen)",2024 Pointsbet Invitational,9.97,64,102.0895522
"Asselin, F (Asselin) ",2024 Pointsbet Invitational,9.97,35,96.06060606
"Mitchell, S (Mooibroek)",2024 Pointsbet Invitational,9.97,20,100.619195
"Sluchinski, A (Koe)",2024 Pointsbet Invitational,9.97,20,95.9752322
"Harty, J (Van Amsterdam)",2024 Pointsbet Invitational,9.97,20,106.8111455
"Wiebe, R (Mooibroek)",2024 Pointsbet Invitational,9.97,20,90.34267913
"Webster, D (Sluchinski)",2024 Pointsbet Invitational,9.97,20,97.95321637
"Horgan, J (Epping)",2024 Pointsbet Invitational,9.97,16,83.75796178
"Jacobs, B (Jacobs)",2024 Pointsbet Invitational,9.97,50,102.484472
"Huminicki, E (McDonald)",2024 Pointsbet Invitational,9.97,58,97.48427673
"Purcell, O (Purcell)",2024 Pointsbet Invitational,9.97,38,103.9877301
"Saunders, L (Purcell)",2024 Pointsbet Invitational,9.97,38,112.195122
"Mooibroek, S (Mooibroek)",2024 Pointsbet Invitational,9.97,20,98.75
"Wipf, K (Wipf)",2024 Pointsbet Invitational,9.97,16,92.59259259
"Keenan, M (Wipf)",2024 Pointsbet Invitational,9.97,16,69.23076923
"Dobson, J (Dobson)",2024 Pointsbet Invitational,9.97,16,82.44514107
"Garner, N (Dobson)",2024 Pointsbet Invitational,9.97,16,75.07692308
"Abrams, M (Dobson)",2024 Pointsbet Invitational,9.97,16,89.60674157
"Johnson, T (Kleiter)",2024 Pointsbet Invitational,9.97,18,102.7624309
"Mattern, J (Kleiter)",2024 Pointsbet Invitational,9.97,36,99.06832298
"Kleiter, R (Kleiter)",2024 Pointsbet Invitational,9.97,33,97.5
"Hall, M (Kleiter)",2024 Pointsbet Invitational,9.97,36,103.7617555
"Saccary, S (Purcell)",2024 Pointsbet Invitational,9.97,38,101.529052
"Abraham, R (Purcell)",2024 Pointsbet Invitational,9.97,38,106
"Steele, N (Mooibroek)",2024 Pointsbet Invitational,9.97,20,92.32954545
"Grabarczyk, R (Bryden)",2024 Pointsbet Invitational,9.97,18,100.5571031
"Williamson, C (Bryden)",2024 Pointsbet Invitational,9.97,18,102.8213166
"Bukurak, A (Bryden)",2024 Pointsbet Invitational,9.97,18,103.7974684
"Bryden, J (Bryden)",2024 Pointsbet Invitational,9.97,18,91.875
"Michel Menard, J (Asselin)",2024 Pointsbet Invitational,9.97,36,102.7272727
"Olafson, C (McDonald)",2024 Pointsbet Invitational,9.97,59,101.7291066
"McDonald, J (McDonald)",2024 Pointsbet Invitational,9.97,55,98.41772152
"Burgess, D (Freeman)",2024 Pointsbet Invitational,9.97,58,96.82539683
"Cinnamon, M (Wipf)",2024 Pointsbet Invitational,9.97,16,96.41873278
"Klassen, B (Sherrard)",2024 Pointsbet Invitational,9.97,18,90.03115265
"Macaulay, K (Wipf)",2024 Pointsbet Invitational,9.97,16,90.09009009
"Donnelly, S (Sherrard)",2024 Pointsbet Invitational,9.97,18,85.53846154
"Reynolds, K (Sherrard)",2024 Pointsbet Invitational,9.97,18,85.71428571
"Sherrard, D (Sherrard)",2024 Pointsbet Invitational,9.97,18,83.11688312
"Van Den Hurk, T (Gosgens)",2024 GSOC Tour Challenge Tier 2,9.680625,48,95
"Hoekmann, L (Gosgens)",2024 GSOC Tour Challenge Tier 2,9.680625,48,101.7964072
"Gosgens, W (Gosgens)",2024 GSOC Tour Challenge Tier 2,9.680625,48,88.36477987
"Howard, S (Howard)",2024 GSOC Tour Challenge Tier 2,9.680625,50,93.5483871
"March, T (Howard) ",2024 GSOC Tour Challenge Tier 2,9.680625,50,97.77777778
"Doering, K (Sluchinski)",2024 GSOC Tour Challenge Tier 2,9.680625,78,101.5060241
"Camm, M (Howard)",2024 GSOC Tour Challenge Tier 2,9.680625,50,99.69604863
"Mitchell, S (Mooibroek)",2024 GSOC Tour Challenge Tier 2,9.680625,90,98.79518072
