Player,Tournament,Tournament Rating,Shots,Shot+
"Walstad, S (Walstad)",2022 Baden Masters,10.02,27,116.5079365
"Nordbye, T (Hostmaelingen)",2022 Baden Masters,10.02,12,107.7586207
"Van Den Hurk, T (Gosgens)",2022 Baden Masters,10.02,16,105.625
"Lillebo, M (Hostmaelingen)",2022 Baden Masters,10.02,12,105.5194805
"Vagberg, M (Walstad)",2022 Baden Masters,10.02,28,100
"Hoekmann, L (Gosgens)",2022 Baden Masters,10.02,16,107.165109
"Braenden, M (Walstad)",2022 Baden Masters,10.02,27,100.9287926
"Magan, A (Gosgens)",2022 Baden Masters,10.02,16,98.85057471
"Nedregotten, M (Walstad)",2022 Baden Masters,10.02,28,97.89156627
"Gosgens, W (Gosgens)",2022 Baden Masters,10.02,16,96.46302251
"Buraas, G (Hostmaelingen)",2022 Baden Masters,10.02,12,80.62283737
"Hostmaelingen, L (Hostmaelingen)",2022 Baden Masters,10.02,12,79.3442623
"McMillan, I (Epping)",2022 Pointsbet Invitational,10.03,16,120.123839
"Dunstone, M (Dunstone)",2022 Pointsbet Invitational,10.03,73,115.5963303
"Bottcher, B (Gushue)",2022 Pointsbet Invitational,10.03,52,112.8526646
"Harnden, E (Dunstone)",2022 Pointsbet Invitational,10.03,58,112.2324159
"Fry, R (McEwen)",2022 Pointsbet Invitational,10.03,20,112.3778502
"Harnden, R (Dunstone)",2022 Pointsbet Invitational,10.03,74,109.2485549
"Snyder, A (Dobson)",2022 Pointsbet Invitational,10.03,16,108.3815029
"Carruthers, R (Carruthers)",2022 Pointsbet Invitational,10.03,74,108.3850932
"Jones, J (Jones)",2022 Pointsbet Invitational,10.03,16,108.1761006
"Howard, G (Howard)",2022 Pointsbet Invitational,10.03,36,107.5
"Gunnlaugson, J (Carruthers)",2022 Pointsbet Invitational,10.03,74,107.0121951
"Gallant, B (Jacobs)",2022 Pointsbet Invitational,10.03,52,107.3170732
"Walker, G (Gushue)",2022 Pointsbet Invitational,10.03,58,106.3768116
"Martin, K (Koe)",2022 Pointsbet Invitational,10.03,36,106.2857143
"Lott, C (Dunstone)",2022 Pointsbet Invitational,10.03,74,106.7073171
"Howard, S (Howard)",2022 Pointsbet Invitational,10.03,36,106.4417178
"Hebert, B (Jacobs)",2022 Pointsbet Invitational,10.03,52,105.9659091
"March, T (Howard) ",2022 Pointsbet Invitational,10.03,36,106.3768116
"Neufeld, B (Carruthers)",2022 Pointsbet Invitational,10.03,74,106.116208
"Thiessen, B (Koe)",2022 Pointsbet Invitational,10.03,36,104.9853372
"Kennedy, M (Jacobs)",2022 Pointsbet Invitational,10.03,52,105.1671733
"Njegovan, C (Carruthers)",2022 Pointsbet Invitational,10.03,74,104.5714286
"Gushue, B (Gushue)",2022 Pointsbet Invitational,10.03,54,104.4585987
"Marsh, D (McEwen)",2022 Pointsbet Invitational,10.03,36,103.9660057
"Doering, K (Sluchinski)",2022 Pointsbet Invitational,10.03,20,103.4482759
"Laing, B (McEwen)",2022 Pointsbet Invitational,10.03,20,103.1073446
"Asselin, E (Asselin)",2022 Pointsbet Invitational,10.03,16,103.1746032
"Nichols, M (Gushue)",2022 Pointsbet Invitational,10.03,58,103.0487805
"Van Vonderen, J (Deagle)",2022 Pointsbet Invitational,10.03,20,102.8938907
"Samagalski, D (Carruthers)",2022 Pointsbet Invitational,10.03,74,102.4464832
"Camm, M (Howard)",2022 Pointsbet Invitational,10.03,38,102.1406728
"Tardi, T (Koe)",2022 Pointsbet Invitational,10.03,36,102.0771513
"Mathers, D (Howard)",2022 Pointsbet Invitational,10.03,36,101.5243902
"Chadwick, S (Beuk)",2022 Pointsbet Invitational,10.03,38,101.4164306
"Deagle, N (Deagle)",2022 Pointsbet Invitational,10.03,18,101.3513514
"Koe, K (Koe)",2022 Pointsbet Invitational,10.03,36,101.2345679
"Donovan, M (Smeltzer)",2022 Pointsbet Invitational,10.03,16,100.9146341
"Kurz, K (Calvert)",2022 Pointsbet Invitational,10.03,16,100.619195
"Epping, J (Epping)",2022 Pointsbet Invitational,10.03,37,98.74213836
"Gordon, R (Calvert)",2022 Pointsbet Invitational,10.03,16,97.45042493
"Lind, J (Sturmay)",2022 Pointsbet Invitational,10.03,20,96.51898734
"Small, M (Smeltzer)",2022 Pointsbet Invitational,10.03,16,96.68508287
"Venance, G (Venance)",2022 Pointsbet Invitational,10.03,20,95.58823529
"Schneider, C (Carruthers)",2022 Pointsbet Invitational,10.03,36,94.98432602
"Sperry, R (Deagle)",2022 Pointsbet Invitational,10.03,20,94.44444444
"Phillips, R (Deagle)",2022 Pointsbet Invitational,10.03,20,93.05993691
"McEwen, M (McEwen)",2022 Pointsbet Invitational,10.03,19,92.38410596
"Crete, M (Asselin)",2022 Pointsbet Invitational,10.03,16,92.85714286
"Trepanier, J (Asselin)",2022 Pointsbet Invitational,10.03,16,92.85714286
"Janssen, P (Beuk)",2022 Pointsbet Invitational,10.03,38,91.66666667
"Sturmay, K (Sturmay)",2022 Pointsbet Invitational,10.03,20,91.74311927
"Crouse, T (Smeltzer)",2022 Pointsbet Invitational,10.03,16,91.18541033
"Marsh, K (McEwen)",2022 Pointsbet Invitational,10.03,36,90.59561129
"Ford, C (Smith, G)",2022 Pointsbet Invitational,10.03,16,88.58024691
"Smith, G (Smith, G)",2022 Pointsbet Invitational,10.03,16,86.80555556
"Flasch, C (McEwen)",2022 Pointsbet Invitational,10.03,36,85.03184713
"Rooney, L (Rooney)",2022 Pointsbet Invitational,10.03,16,84.85804416
"Beuk, J (Beuk)",2022 Pointsbet Invitational,10.03,20,83.06709265
"Asselin, F (Asselin) ",2022 Pointsbet Invitational,10.03,16,80.79470199
"Boland, A (Smith, G)",2022 Pointsbet Invitational,10.03,16,78.86435331
"Mitchell, S (Mooibroek)",2022 Pointsbet Invitational,10.03,16,76.48902821
"Young, Z (Smith, G)",2022 Pointsbet Invitational,10.03,16,78.05555556
"Smeltzer, J (Smeltzer) ",2022 Pointsbet Invitational,10.03,16,70.06802721
"Calvert, B (Calvert)",2022 Pointsbet Invitational,10.03,16,70.53291536
"Dunstone, M (Dunstone)",2022 GSOC National,10.59,101,103.9755352
"Bottcher, B (Gushue)",2022 GSOC National,10.59,81,103.3846154
"Harnden, E (Dunstone)",2022 GSOC National,10.59,106,91.31736527
"Fry, R (McEwen)",2022 GSOC National,10.59,60,102.3952096
"Harnden, R (Dunstone)",2022 GSOC National,10.59,102,107.7134986
"Carruthers, R (Carruthers)",2022 GSOC National,10.59,59,92.06349206
"Howard, G (Howard)",2022 GSOC National,10.59,64,95.37037037
"Gunnlaugson, J (Carruthers)",2022 GSOC National,10.59,60,106.9908815
"Gallant, B (Jacobs)",2022 GSOC National,10.59,82,108.1325301
"Walker, G (Gushue)",2022 GSOC National,10.59,106,98.32402235
"Martin, K (Koe)",2022 GSOC National,10.59,80,98.61878453
"Lott, C (Dunstone)",2022 GSOC National,10.59,102,103.9274924
"Howard, S (Howard)",2022 GSOC National,10.59,64,96.34146341
"Hebert, B (Jacobs)",2022 GSOC National,10.59,82,108.4033613
"March, T (Howard) ",2022 GSOC National,10.59,64,106.3888889
"Neufeld, B (Carruthers)",2022 GSOC National,10.59,102,105.4545455
"Thiessen, B (Koe)",2022 GSOC National,10.59,80,94.87951807
"Kennedy, M (Jacobs)",2022 GSOC National,10.59,82,112.797619
"Njegovan, C (Carruthers)",2022 GSOC National,10.59,60,105.2631579
"Gushue, B (Gushue)",2022 GSOC National,10.59,105,108.5626911
"Marsh, D (McEwen)",2022 GSOC National,10.59,86,93.57541899
"Laing, B (McEwen)",2022 GSOC National,10.59,60,107.8549849
"Nichols, M (Gushue)",2022 GSOC National,10.59,106,98.48024316
"Samagalski, D (Carruthers)",2022 GSOC National,10.59,60,110.5740181
"Tardi, T (Koe)",2022 GSOC National,10.59,80,96.08433735
"Mathers, D (Howard)",2022 GSOC National,10.59,64,100.6079027
"Koe, K (Koe)",2022 GSOC National,10.59,80,100.931677
"Schneider, C (Carruthers)",2022 GSOC National,10.59,84,97.85276074
"McEwen, M (McEwen)",2022 GSOC National,10.59,58,103.3846154
"Marsh, K (McEwen)",2022 GSOC National,10.59,86,99.09365559
"Flasch, C (McEwen)",2022 GSOC National,10.59,82,99.02597403
"Beuk, J (Beuk)",2022 GSOC National,10.59,60,105.801105
"Hardie, G (Mouat)",2022 GSOC National,10.59,64,111.0769231
"Petoud, A (Brunner)",2022 GSOC National,10.59,76,106.8452381
"McMillan, H (Mouat)",2022 GSOC National,10.59,64,105.2486188
"Schwaller, Y (Schwaller)",2022 GSOC National,10.59,64,105.7401813
"Sundgren, C (Edin)",2022 GSOC National,10.59,112,104.2372881
"Giovanella, M (Retornaz)",2022 GSOC National,10.59,62,102.4657534
"Stopera, A (Dropkin)",2022 GSOC National,10.59,84,102.7190332
"Lammie, B (Mouat)",2022 GSOC National,10.59,64,102.7522936
"Kaufeler, M (Brunner)",2022 GSOC National,10.59,76,101.9390582
"Howell, T (Dropkin)",2022 GSOC National,10.59,16,101.6806723
"Fenner, M (Dropkin)",2022 GSOC National,10.59,84,101.7964072
"Lachat, P (Schwaller)",2022 GSOC National,10.59,64,101.6528926
"Eriksson, O (Edin)",2022 GSOC National,10.59,112,101.7857143
"Mouat, B (Mouat)",2022 GSOC National,10.59,57,102.295082
"Richardson, B (Casper)",2022 GSOC National,10.59,68,100.2770083
"Michel, S (Schwaller)",2022 GSOC National,10.59,64,100.6097561
"Meier, R (Brunner)",2022 GSOC National,10.59,76,100.6024096
"Edin, N (Edin)",2022 GSOC National,10.59,109,99.69040248
"Schwarz, B (Schwaller)",2022 GSOC National,10.59,64,98.75
"Mosaner, A (Retornaz)",2022 GSOC National,10.59,62,98.48024316
"Retornaz, J (Retornaz) ",2022 GSOC National,10.59,59,97.79179811
"Wrana, R (Edin)",2022 GSOC National,10.59,112,97.93510324
"Kyle, E (Whyte)",2022 GSOC National,10.59,68,97.24517906
"Dropkin, K (Dropkin)",2022 GSOC National,10.59,83,96.27329193
"Whyte, R (Whyte)",2022 GSOC National,10.59,68,95.0310559
"Gerlach, A (Brunner)",2022 GSOC National,10.59,82,93.93939394
"Arman, S (Retornaz)",2022 GSOC National,10.59,61,93.71257485
"Hosli, P (M Hosli)",2022 GSOC National,10.59,76,93.10344828
"Brunner, M (Brunner)",2022 GSOC National,10.59,75,93.10344828
"Hausherr, J (M Hosli)",2022 GSOC National,10.59,80,93.29608939
"McFadzean, D (Whyte)",2022 GSOC National,10.59,68,92.40121581
"Hefti, M (Stocker)",2022 GSOC National,10.59,80,91.43730887
"Brydone, R (Whyte)",2022 GSOC National,10.59,68,91.43730887
"Nordbye, T (Hostmaelingen)",2022 GOSC Tour Challenge Tier 2,9.56,12,87.08791209
"Lillebo, M (Hostmaelingen)",2022 GOSC Tour Challenge Tier 2,9.56,13,87.96296296
"Buraas, G (Hostmaelingen)",2022 GOSC Tour Challenge Tier 2,9.56,13,68.64686469
"Hostmaelingen, L (Hostmaelingen)",2022 GOSC Tour Challenge Tier 2,9.56,14,87.46081505
"Fry, R (McEwen)",2022 GOSC Tour Challenge Tier 2,9.56,16,103.5502959
"Doering, K (Sluchinski)",2022 GOSC Tour Challenge Tier 2,9.56,16,106.3400576
"Laing, B (McEwen)",2022 GOSC Tour Challenge Tier 2,9.56,16,115.8823529
"Asselin, E (Asselin)",2022 GOSC Tour Challenge Tier 2,9.56,14,103.1161473
"Lind, J (Sturmay)",2022 GOSC Tour Challenge Tier 2,9.56,16,104.3103448
"McEwen, M (McEwen)",2022 GOSC Tour Challenge Tier 2,9.56,16,81.42414861
"Crete, M (Asselin)",2022 GOSC Tour Challenge Tier 2,9.56,14,107.8549849
"Trepanier, J (Asselin)",2022 GOSC Tour Challenge Tier 2,9.56,14,110.0840336
"Sturmay, K (Sturmay)",2022 GOSC Tour Challenge Tier 2,9.56,16,102.6865672
"Beuk, J (Beuk)",2022 GOSC Tour Challenge Tier 2,9.56,16,94.3019943
"Asselin, F (Asselin) ",2022 GOSC Tour Challenge Tier 2,9.56,14,116.9642857
"Stopera, A (Dropkin)",2022 GOSC Tour Challenge Tier 2,9.56,32,112.2754491
"Howell, T (Dropkin)",2022 GOSC Tour Challenge Tier 2,9.56,32,92.65536723
"Fenner, M (Dropkin)",2022 GOSC Tour Challenge Tier 2,9.56,32,100.3003003
"Dropkin, K (Dropkin)",2022 GOSC Tour Challenge Tier 2,9.56,31,101.1730205
"Sluchinski, A (Koe)",2022 GOSC Tour Challenge Tier 2,9.56,31,117.4050633
"Hess, J (Stocker)",2022 GOSC Tour Challenge Tier 2,9.56,15,113.5048232
"Gloor, S (M Hosli)",2022 GOSC Tour Challenge Tier 2,9.56,16,110.6707317
"Eberhard, F (Stocker)",2022 GOSC Tour Challenge Tier 2,9.56,16,108.9918256
"Stocker, Y (Stocker)",2022 GOSC Tour Challenge Tier 2,9.56,16,109.2063492
"Kiist, J (Kleibrink)",2022 GOSC Tour Challenge Tier 2,9.56,14,108.5106383
"Morin, B (Tao)",2022 GOSC Tour Challenge Tier 2,9.56,16,108.358209
"Horvath, A (Schneider)",2022 GOSC Tour Challenge Tier 2,9.56,16,106.8870523
"Drummond, K (Scoffin)",2022 GOSC Tour Challenge Tier 2,9.56,31,105.7057057
"Flatt, A (Wiebe)",2022 GOSC Tour Challenge Tier 2,9.56,16,104.4568245
"Kennedy, C (Kleibrink)",2022 GOSC Tour Challenge Tier 2,9.56,14,104.3478261
"Gittis, A (Jacques)",2022 GOSC Tour Challenge Tier 2,9.56,16,102.994012
"Van Amsterdam, E (Van Amsterdam)",2022 GOSC Tour Challenge Tier 2,9.56,13,101.971831
"Harty, J (Van Amsterdam)",2022 GOSC Tour Challenge Tier 2,9.56,32,101.2345679
"Wiebe, R (Mooibroek)",2022 GOSC Tour Challenge Tier 2,9.56,14,100.9202454
"Seong, S (C Kim)",2022 GOSC Tour Challenge Tier 2,9.56,16,100.5847953
"Webster, D (Sluchinski)",2022 GOSC Tour Challenge Tier 2,9.56,31,99.72144847
"Ginter, J (Van Amsterdam)",2022 GOSC Tour Challenge Tier 2,9.56,16,99.10179641
"Hamilton, M (Shuster)",2022 GOSC Tour Challenge Tier 2,9.56,16,97.30538922
"Middleton, S (Van Amsterdam)",2022 GOSC Tour Challenge Tier 2,9.56,16,96.66666667
"Shuster, J (Shuster)",2022 GOSC Tour Challenge Tier 2,9.56,14,96.3190184
"Kendel, B (Hartung)",2022 GOSC Tour Challenge Tier 2,9.56,14,96.48648649
"Goller, K (Sturmay)",2022 GOSC Tour Challenge Tier 2,9.56,16,95.48022599
"Kim, C (C Kim)",2022 GOSC Tour Challenge Tier 2,9.56,16,94.73684211
"Nowell, A (Tao)",2022 GOSC Tour Challenge Tier 2,9.56,16,95.36784741
"Scharback, B (Hartung)",2022 GOSC Tour Challenge Tier 2,9.56,14,93.16770186
"Kim, H (C Kim)",2022 GOSC Tour Challenge Tier 2,9.56,16,92.97752809
"Neuert, J (Tao)",2022 GOSC Tour Challenge Tier 2,9.56,16,91.93083573
"Naugler, A (Tao)",2022 GOSC Tour Challenge Tier 2,9.56,16,92.2005571
"Dunbar, A (Webb)",2022 GOSC Tour Challenge Tier 2,9.56,16,91.94444444
"Gauthier, J (McDonald)",2022 GOSC Tour Challenge Tier 2,9.56,15,90.7120743
"Flatt, S (Wiebe)",2022 GOSC Tour Challenge Tier 2,9.56,16,90.18404908
"Hartung, T (Hartung)",2022 GOSC Tour Challenge Tier 2,9.56,14,89.76608187
"Steinke, T (Webb)",2022 GOSC Tour Challenge Tier 2,9.56,16,88.55421687
"Steinke, J (Webb)",2022 GOSC Tour Challenge Tier 2,9.56,16,88.28828829
"Kleibrink, K (Kleibrink)",2022 GOSC Tour Challenge Tier 2,9.56,13,85.66878981
"Dilello, T (Wiebe)",2022 GOSC Tour Challenge Tier 2,9.56,16,84.89425982
"Webb, S (Webb)",2022 GOSC Tour Challenge Tier 2,9.56,16,84.63855422
"Plys, C (Shuster)",2022 GOSC Tour Challenge Tier 2,9.56,16,84.21052632
"Kim, S (C Kim)",2022 GOSC Tour Challenge Tier 2,9.56,15,82.91925466
"Landsteiner, J (Shuster)",2022 GOSC Tour Challenge Tier 2,9.56,16,79.25072046
"Tao, J (Tao)",2022 GOSC Tour Challenge Tier 2,9.56,15,75.94936709
"Young, D (Jacques)",2022 GOSC Tour Challenge Tier 2,9.56,16,76.41791045
"Hartung, K (Hartung)",2022 GOSC Tour Challenge Tier 2,9.56,14,74.92063492
"Jacques, R (Jacques)",2022 GOSC Tour Challenge Tier 2,9.56,15,73.29376855
"Walstad, S (Walstad)",2022 GOSC Tour Challenge Tier 1,10.56,57,98.10726
"Vagberg, M (Walstad)",2022 GOSC Tour Challenge Tier 1,10.56,62,101.6713092
"Braenden, M (Walstad)",2022 GOSC Tour Challenge Tier 1,10.56,61,104.5592705
"Nedregotten, M (Walstad)",2022 GOSC Tour Challenge Tier 1,10.56,59,97.26443769
"Dunstone, M (Dunstone)",2022 GOSC Tour Challenge Tier 1,10.56,104,100.9174312
"Bottcher, B (Gushue)",2022 GOSC Tour Challenge Tier 1,10.56,61,98.73015873
"Harnden, E (Dunstone)",2022 GOSC Tour Challenge Tier 1,10.56,90,99.10979228
"Harnden, R (Dunstone)",2022 GOSC Tour Challenge Tier 1,10.56,106,103.0812325
"Carruthers, R (Carruthers)",2022 GOSC Tour Challenge Tier 1,10.56,74,98.50746269
"Gunnlaugson, J (Carruthers)",2022 GOSC Tour Challenge Tier 1,10.56,78,102.6865672
"Gallant, B (Jacobs)",2022 GOSC Tour Challenge Tier 1,10.56,64,104.1666667
"Walker, G (Gushue)",2022 GOSC Tour Challenge Tier 1,10.56,90,107.0621469
"Martin, K (Koe)",2022 GOSC Tour Challenge Tier 1,10.56,104,104.7222222
"Lott, C (Dunstone)",2022 GOSC Tour Challenge Tier 1,10.56,106,102.0895522
"Hebert, B (Jacobs)",2022 GOSC Tour Challenge Tier 1,10.56,64,101.6620499
"Neufeld, B (Carruthers)",2022 GOSC Tour Challenge Tier 1,10.56,106,105.3731343
"Thiessen, B (Koe)",2022 GOSC Tour Challenge Tier 1,10.56,104,104.4510386
"Kennedy, M (Jacobs)",2022 GOSC Tour Challenge Tier 1,10.56,64,104.1420118
"Gushue, B (Gushue)",2022 GOSC Tour Challenge Tier 1,10.56,86,104.9382716
"Marsh, D (McEwen)",2022 GOSC Tour Challenge Tier 1,10.56,62,105.6022409
"Nichols, M (Gushue)",2022 GOSC Tour Challenge Tier 1,10.56,90,101.497006
"Samagalski, D (Carruthers)",2022 GOSC Tour Challenge Tier 1,10.56,76,106.8862275
"Camm, M (Howard)",2022 GOSC Tour Challenge Tier 1,10.56,72,92.8358209
"Tardi, T (Koe)",2022 GOSC Tour Challenge Tier 1,10.56,104,102.9850746
"Chadwick, S (Beuk)",2022 GOSC Tour Challenge Tier 1,10.56,70,98.36065574
"Koe, K (Koe)",2022 GOSC Tour Challenge Tier 1,10.56,98,99.69230769
"Epping, J (Epping)",2022 GOSC Tour Challenge Tier 1,10.56,71,97.52321981
"Schneider, C (Carruthers)",2022 GOSC Tour Challenge Tier 1,10.56,61,95.13677812
"Janssen, P (Beuk)",2022 GOSC Tour Challenge Tier 1,10.56,72,93.03030303
"Marsh, K (McEwen)",2022 GOSC Tour Challenge Tier 1,10.56,62,97.00598802
"Flasch, C (McEwen)",2022 GOSC Tour Challenge Tier 1,10.56,56,96.26168224
"Hardie, G (Mouat)",2022 GOSC Tour Challenge Tier 1,10.56,72,110.0890208
"Petoud, A (Brunner)",2022 GOSC Tour Challenge Tier 1,10.56,54,98.50746269
"McMillan, H (Mouat)",2022 GOSC Tour Challenge Tier 1,10.56,72,102.2284123
"Schwaller, Y (Schwaller)",2022 GOSC Tour Challenge Tier 1,10.56,76,100
"Sundgren, C (Edin)",2022 GOSC Tour Challenge Tier 1,10.56,128,105.9490085
"Giovanella, M (Retornaz)",2022 GOSC Tour Challenge Tier 1,10.56,1,108.401084
"Lammie, B (Mouat)",2022 GOSC Tour Challenge Tier 1,10.56,71,100.5934718
"Kaufeler, M (Brunner)",2022 GOSC Tour Challenge Tier 1,10.56,54,101.0958904
"Lachat, P (Schwaller)",2022 GOSC Tour Challenge Tier 1,10.56,76,103.3426184
"Eriksson, O (Edin)",2022 GOSC Tour Challenge Tier 1,10.56,111,105.1359517
"Mouat, B (Mouat)",2022 GOSC Tour Challenge Tier 1,10.56,67,107.3170732
"Michel, S (Schwaller)",2022 GOSC Tour Challenge Tier 1,10.56,75,101.7804154
"Meier, R (Brunner)",2022 GOSC Tour Challenge Tier 1,10.56,53,100
"Edin, N (Edin)",2022 GOSC Tour Challenge Tier 1,10.56,77,103.3232628
"Schwarz, B (Schwaller)",2022 GOSC Tour Challenge Tier 1,10.56,74,93.27217125
"Mosaner, A (Retornaz)",2022 GOSC Tour Challenge Tier 1,10.56,110,104.7058824
"Retornaz, J (Retornaz) ",2022 GOSC Tour Challenge Tier 1,10.56,71,100.9230769
"Wrana, R (Edin)",2022 GOSC Tour Challenge Tier 1,10.56,128,103.2934132
"Kyle, E (Whyte)",2022 GOSC Tour Challenge Tier 1,10.56,54,101.4124294
"Whyte, R (Whyte)",2022 GOSC Tour Challenge Tier 1,10.56,54,96.58385093
"Arman, S (Retornaz)",2022 GOSC Tour Challenge Tier 1,10.56,111,101.6997167
"Hosli, P (M Hosli)",2022 GOSC Tour Challenge Tier 1,10.56,59,94.00630915
"Brunner, M (Brunner)",2022 GOSC Tour Challenge Tier 1,10.56,54,95.45454545
"Hausherr, J (M Hosli)",2022 GOSC Tour Challenge Tier 1,10.56,60,96.38888889
"McFadzean, D (Whyte)",2022 GOSC Tour Challenge Tier 1,10.56,54,99.10179641
"Hefti, M (Stocker)",2022 GOSC Tour Challenge Tier 1,10.56,60,94.56193353
"Brydone, R (Whyte)",2022 GOSC Tour Challenge Tier 1,10.56,54,102.1084337
"Hodgson, C (Horgan)",2022 GOSC Tour Challenge Tier 1,10.56,52,102.2160665
"Hart, J (McEwen)",2022 GOSC Tour Challenge Tier 1,10.56,52,98.18731118
"Rios, M (P Hosli)",2022 GOSC Tour Challenge Tier 1,10.56,60,96.06060606
"Horgan, J (Epping)",2022 GOSC Tour Challenge Tier 1,10.56,52,95.45454545
"Horgan, T (Epping)",2022 GOSC Tour Challenge Tier 1,10.56,51,87.69716088
"Harnden, E (Dunstone)",2022 Pan Continental Championships,9.19,135,116.1716172
"Walker, G (Gushue)",2022 Pan Continental Championships,9.19,138,112.5766871
"Gushue, B (Gushue)",2022 Pan Continental Championships,9.19,133,114.2384106
"Nichols, M (Gushue)",2022 Pan Continental Championships,9.19,142,117.1617162
"Stopera, A (Dropkin)",2022 Pan Continental Championships,9.19,158,110.3559871
"Howell, T (Dropkin)",2022 Pan Continental Championships,9.19,158,110.6707317
"Fenner, M (Dropkin)",2022 Pan Continental Championships,9.19,158,108.7947883
"Dropkin, K (Dropkin)",2022 Pan Continental Championships,9.19,150,108.3056478
"Ruohonen, R (Dropkin)",2022 Pan Continental Championships,9.19,8,117.9941003
"Tanida, Y (Yamaguchi)",2022 Pan Continental Championships,9.19,80,112.5412541
"Yamaguchi, T (Yamaguchi)",2022 Pan Continental Championships,9.19,152,109.4462541
"Kim, T (Jeong)",2022 Pan Continental Championships,9.19,146,106.0422961
"Lee, J (Jeong)",2022 Pan Continental Championships,9.19,146,106.3122924
"Koizumi, S (Yamaguchi)",2022 Pan Continental Championships,9.19,152,104.491018
"Hood, A (Hood)",2022 Pan Continental Championships,9.19,122,103.3222591
"Kim, M (Jeong)",2022 Pan Continental Championships,9.19,146,102.9801325
"Walker, H (Hood)",2022 Pan Continental Championships,9.19,126,101.5197568
"Young, N (Gushue) ",2022 Pan Continental Championships,9.19,18,101.1940299
"Smith, B (Hood)",2022 Pan Continental Championships,9.19,126,100.9803922
"Sargon, B (Hood)",2022 Pan Continental Championships,9.19,126,101.0033445
"Yanagisawa, R (Yamaguchi)",2022 Pan Continental Championships,9.19,152,100.3378378
"Grundy, J (Hewitt)",2022 Pan Continental Championships,9.19,116,100.3021148
"Jeong, B (Jeong)",2022 Pan Continental Championships,9.19,144,98.96907216
"Yamamoto, T (Yamaguchi)",2022 Pan Continental Championships,9.19,72,98.68852459
"Hewitt, D (Millikin)",2022 Pan Continental Championships,9.19,112,95.48611111
"Davis, T (Millikin)",2022 Pan Continental Championships,9.19,118,93.97993311
"Hsu, K (Hsu, K)",2022 Pan Continental Championships,9.19,91,93.1147541
"Merchant, J (Hewitt)",2022 Pan Continental Championships,9.19,117,88.55218855
"Cheng, H (Shen)",2022 Pan Continental Championships,9.19,74,89.57055215
"Shen, R (Shen)",2022 Pan Continental Championships,9.19,74,89.57055215
"Yin, L (Shen)",2022 Pan Continental Championships,9.19,44,87.04819277
"Nunes, F (Cabral De Mello)",2022 Pan Continental Championships,9.19,94,83.69905956
"Hsu, N (Hsu, K)",2022 Pan Continental Championships,9.19,105,80.85808581
"Losso, R (Cabral De Mello)",2022 Pan Continental Championships,9.19,84,78.91156463
"Cabral De Mello, M (Cabral De Mello)",2022 Pan Continental Championships,9.19,93,73.86759582
"Rodrigues, M (Cabral De Mello)",2022 Pan Continental Championships,9.19,22,71.38461538
"Vilela, S (Cabral De Mello)",2022 Pan Continental Championships,9.19,88,61.27946128
"Grundy, I (Hewitt)",2022 Pan Continental Championships,9.19,2,59.34718101
"Walstad, S (Walstad)",2022 European Championships,10.12,156,99.67105263
"Vagberg, M (Walstad)",2022 European Championships,10.12,154,107.0588235
"Braenden, M (Walstad)",2022 European Championships,10.12,156,101.9047619
"Nedregotten, M (Walstad)",2022 European Championships,10.12,156,98.73817035
"Hardie, G (Mouat)",2022 European Championships,10.12,190,105.483871
"McMillan, H (Mouat)",2022 European Championships,10.12,196,103.5714286
"Schwaller, Y (Schwaller)",2022 European Championships,10.12,200,108.1504702
"Sundgren, C (Edin)",2022 European Championships,10.12,190,108.4548105
"Giovanella, M (Retornaz)",2022 European Championships,10.12,202,107.3529412
"Lammie, B (Mouat)",2022 European Championships,10.12,196,100
"Lachat, P (Schwaller)",2022 European Championships,10.12,200,102.9673591
"Eriksson, O (Edin)",2022 European Championships,10.12,196,107.7419355
"Mouat, B (Mouat)",2022 European Championships,10.12,190,111.8032787
"Michel, S (Schwaller)",2022 European Championships,10.12,199,109.0909091
"Schwarz, B (Schwaller)",2022 European Championships,10.12,194,111.2903226
"Mosaner, A (Retornaz)",2022 European Championships,10.12,202,101.875
"Retornaz, J (Retornaz) ",2022 European Championships,10.12,201,109.3548387
"Wrana, R (Edin)",2022 European Championships,10.12,201,106.2893082
"Arman, S (Retornaz)",2022 European Championships,10.12,198,107.7639752
"Waddell, K (Waddell)",2022 European Championships,10.12,6,111.4206128
"Magnusson, D (Edin)",2022 European Championships,10.12,202,104.7619048
"Cernovsky, M (Klima)",2022 European Championships,10.12,152,101.2578616
"Olofsson, S (Nyman)",2022 European Championships,10.12,12,101.183432
"Shaw, N (Vez)",2022 European Championships,10.12,140,100.2890173
"Bohac, R (Klima)",2022 European Championships,10.12,151,99.36708861
"Klipa, L (Klima)",2022 European Championships,10.12,133,98.83381924
"Klima, L (Klima)",2022 European Championships,10.12,149,97.03947368
"Greindl, D (Totzek)",2022 European Championships,10.12,171,97.37609329
"Vez, S (Vez)",2022 European Championships,10.12,174,96.71052632
"Totzek, S (Totzek)",2022 European Championships,10.12,168,96.12903226
"Jurik, M (Klima)",2022 European Championships,10.12,18,96.11940299
"Noergaard, M (Krause)",2022 European Championships,10.12,142,94.87179487
"Krause, M (Krause)",2022 European Championships,10.12,116,95.16129032
"Karagoz, U (Karagoz)",2022 European Championships,10.12,152,93.72937294
"Holtermann, H (Krause)",2022 European Championships,10.12,162,94.20731707
